Period,Replicate,Target,Token,Rank,Target_in_vocab,Vocab_size
1931-1950,34,terrorism,bombay_india,,True,12122
1931-1950,35,terrorism,nazis,4.0,True,11460
1931-1950,35,terrorism,bombing,1.0,True,11460
1931-1950,35,terrorism,jews,7.0,True,11460
1931-1950,35,terrorism,reich,10.0,True,11460
1931-1950,35,terrorism,zionist,27.0,True,11460
1931-1950,35,terrorism,malaya,573.0,True,11460
1931-1950,35,terrorism,klan,962.0,True,11460
1931-1950,35,terrorism,holy_war,1461.0,True,11460
1931-1950,35,terrorism,bombay_india,81.0,True,11460
1931-1950,36,terrorism,nazis,1.0,True,11910
1931-1950,36,terrorism,bombing,26.0,True,11910
1931-1950,36,terrorism,jews,39.0,True,11910
1931-1950,36,terrorism,reich,8.0,True,11910
1931-1950,36,terrorism,zionist,22.0,True,11910
1931-1950,36,terrorism,malaya,38.0,True,11910
1931-1950,36,terrorism,klan,16.0,True,11910
1931-1950,36,terrorism,holy_war,176.0,True,11910
1931-1950,36,terrorism,bombay_india,184.0,True,11910
1931-1950,37,terrorism,nazis,3.0,True,12005
1931-1950,37,terrorism,bombing,50.0,True,12005
1931-1950,37,terrorism,jews,1.0,True,12005
1931-1950,37,terrorism,reich,32.0,True,12005
1931-1950,37,terrorism,zionist,12.0,True,12005
1931-1950,37,terrorism,malaya,59.0,True,12005
1931-1950,37,terrorism,klan,334.0,True,12005
1931-1950,37,terrorism,holy_war,805.0,True,12005
1931-1950,37,terrorism,bombay_india,,True,12005
1931-1950,38,terrorism,nazis,4.0,True,12009
1931-1950,38,terrorism,bombing,3.0,True,12009
1931-1950,38,terrorism,jews,7.0,True,12009
1931-1950,38,terrorism,reich,15.0,True,12009
1931-1950,38,terrorism,zionist,203.0,True,12009
1931-1950,38,terrorism,malaya,23.0,True,12009
1931-1950,38,terrorism,klan,112.0,True,12009
1931-1950,38,terrorism,holy_war,400.0,True,12009
1931-1950,38,terrorism,bombay_india,2184.0,True,12009
1931-1950,39,terrorism,nazis,14.0,True,11846
1931-1950,39,terrorism,bombing,1.0,True,11846
1931-1950,39,terrorism,jews,10.0,True,11846
1931-1950,39,terrorism,reich,4.0,True,11846
1931-1950,39,terrorism,zionist,148.0,True,11846
1931-1950,39,terrorism,malaya,65.0,True,11846
1931-1950,39,terrorism,klan,63.0,True,11846
1931-1950,39,terrorism,holy_war,782.0,True,11846
1931-1950,39,terrorism,bombay_india,268.0,True,11846
1931-1950,40,terrorism,nazis,37.0,True,11778
1931-1950,40,terrorism,bombing,2.0,True,11778
1931-1950,40,terrorism,jews,1.0,True,11778
1931-1950,40,terrorism,reich,3.0,True,11778
1931-1950,40,terrorism,zionist,44.0,True,11778
1931-1950,40,terrorism,malaya,577.0,True,11778
1931-1950,40,terrorism,klan,33.0,True,11778
1931-1950,40,terrorism,holy_war,1028.0,True,11778
1931-1950,40,terrorism,bombay_india,,True,11778
1931-1950,41,terrorism,nazis,1.0,True,11720
1931-1950,41,terrorism,bombing,2.0,True,11720
1931-1950,41,terrorism,jews,4.0,True,11720
1931-1950,41,terrorism,reich,48.0,True,11720
1931-1950,41,terrorism,zionist,136.0,True,11720
1931-1950,41,terrorism,malaya,511.0,True,11720
1931-1950,41,terrorism,klan,349.0,True,11720
1931-1950,41,terrorism,holy_war,223.0,True,11720
1931-1950,41,terrorism,bombay_india,,True,11720
1931-1950,42,terrorism,nazis,3.0,True,11746
1931-1950,42,terrorism,bombing,31.0,True,11746
1931-1950,42,terrorism,jews,5.0,True,11746
1931-1950,42,terrorism,reich,1.0,True,11746
1931-1950,42,terrorism,zionist,231.0,True,11746
1931-1950,42,terrorism,malaya,437.0,True,11746
1931-1950,42,terrorism,klan,283.0,True,11746
1931-1950,42,terrorism,holy_war,1273.0,True,11746
1931-1950,42,terrorism,bombay_india,1215.0,True,11746
1931-1950,43,terrorism,nazis,6.0,True,12154
1931-1950,43,terrorism,bombing,1.0,True,12154
1931-1950,43,terrorism,jews,2.0,True,12154
1931-1950,43,terrorism,reich,57.0,True,12154
1931-1950,43,terrorism,zionist,26.0,True,12154
1931-1950,43,terrorism,malaya,287.0,True,12154
1931-1950,43,terrorism,klan,123.0,True,12154
1931-1950,43,terrorism,holy_war,310.0,True,12154
1931-1950,43,terrorism,bombay_india,8.0,True,12154
1931-1950,44,terrorism,nazis,4.0,True,11900
1931-1950,44,terrorism,bombing,5.0,True,11900
1931-1950,44,terrorism,jews,10.0,True,11900
1931-1950,44,terrorism,reich,3.0,True,11900
1931-1950,44,terrorism,zionist,12.0,True,11900
1931-1950,44,terrorism,malaya,936.0,True,11900
1931-1950,44,terrorism,klan,38.0,True,11900
1931-1950,44,terrorism,holy_war,45.0,True,11900
1931-1950,44,terrorism,bombay_india,502.0,True,11900
1931-1950,45,terrorism,nazis,2.0,True,11954
1931-1950,45,terrorism,bombing,1.0,True,11954
1931-1950,45,terrorism,jews,21.0,True,11954
1931-1950,45,terrorism,reich,10.0,True,11954
1931-1950,45,terrorism,zionist,5.0,True,11954
1931-1950,45,terrorism,malaya,566.0,True,11954
1931-1950,45,terrorism,klan,178.0,True,11954
1931-1950,45,terrorism,holy_war,1107.0,True,11954
1931-1950,45,terrorism,bombay_india,,True,11954
1931-1950,46,terrorism,nazis,3.0,True,11989
1931-1950,46,terrorism,bombing,2.0,True,11989
1931-1950,46,terrorism,jews,10.0,True,11989
1931-1950,46,terrorism,reich,6.0,True,11989
1931-1950,46,terrorism,zionist,110.0,True,11989
1931-1950,46,terrorism,malaya,53.0,True,11989
1931-1950,46,terrorism,klan,762.0,True,11989
1931-1950,46,terrorism,holy_war,519.0,True,11989
1931-1950,46,terrorism,bombay_india,,True,11989
1931-1950,47,terrorism,nazis,3.0,True,11992
1931-1950,47,terrorism,bombing,2.0,True,11992
1931-1950,47,terrorism,jews,11.0,True,11992
1931-1950,47,terrorism,reich,4.0,True,11992
1931-1950,47,terrorism,zionist,13.0,True,11992
1931-1950,47,terrorism,malaya,418.0,True,11992
1931-1950,47,terrorism,klan,152.0,True,11992
1931-1950,47,terrorism,holy_war,30.0,True,11992
1931-1950,47,terrorism,bombay_india,,True,11992
1931-1950,48,terrorism,nazis,73.0,True,12089
1931-1950,48,terrorism,bombing,2.0,True,12089
1931-1950,48,terrorism,jews,12.0,True,12089
1931-1950,48,terrorism,reich,39.0,True,12089
1931-1950,48,terrorism,zionist,58.0,True,12089
1931-1950,48,terrorism,malaya,313.0,True,12089
1931-1950,48,terrorism,klan,30.0,True,12089
1931-1950,48,terrorism,holy_war,210.0,True,12089
1931-1950,48,terrorism,bombay_india,,True,12089
1931-1950,49,terrorism,nazis,3.0,True,11741
1931-1950,49,terrorism,bombing,82.0,True,11741
1931-1950,49,terrorism,jews,8.0,True,11741
1931-1950,49,terrorism,reich,56.0,True,11741
1931-1950,49,terrorism,zionist,71.0,True,11741
1931-1950,49,terrorism,malaya,111.0,True,11741
1931-1950,49,terrorism,klan,294.0,True,11741
1931-1950,49,terrorism,holy_war,9.0,True,11741
1931-1950,49,terrorism,bombay_india,12.0,True,11741
1951-1960,0,terrorism,kill_injure,124.0,True,6675
1951-1960,0,terrorism,slay,455.0,True,6675
1951-1960,0,terrorism,cameroon,252.0,True,6675
1951-1960,0,terrorism,north_africans,101.0,True,6675
1951-1960,0,terrorism,mau_mau,140.0,True,6675
1951-1960,0,terrorism,counterterrorist,68.0,True,6675
1951-1960,0,terrorism,antiterrorist_drive,,True,6675
1951-1960,0,terrorism,jakarta_indonesia,,True,6675
1951-1960,0,terrorist,south_vietnam,118.0,True,6675
1951-1960,1,terrorism,kill_injure,158.0,True,6425
1951-1960,1,terrorism,slay,65.0,True,6425
1951-1960,1,terrorism,cameroon,75.0,True,6425
1951-1960,1,terrorism,north_africans,53.0,True,6425
1951-1960,1,terrorism,mau_mau,17.0,True,6425
1951-1960,1,terrorism,counterterrorist,656.0,True,6425
1951-1960,1,terrorism,antiterrorist_drive,,True,6425
1951-1960,1,terrorism,jakarta_indonesia,543.0,True,6425
1951-1960,1,terrorist,south_vietnam,1604.0,True,6425
1951-1960,2,terrorism,kill_injure,191.0,True,6502
1951-1960,2,terrorism,slay,18.0,True,6502
1951-1960,2,terrorism,cameroon,2832.0,True,6502
1951-1960,2,terrorism,north_africans,274.0,True,6502
1951-1960,2,terrorism,mau_mau,197.0,True,6502
1951-1960,2,terrorism,counterterrorist,538.0,True,6502
1951-1960,2,terrorism,antiterrorist_drive,,True,6502
1951-1960,2,terrorism,jakarta_indonesia,65.0,True,6502
1951-1960,2,terrorist,south_vietnam,1455.0,True,6502
1951-1960,3,terrorism,kill_injure,35.0,True,6564
1951-1960,3,terrorism,slay,8.0,True,6564
1951-1960,3,terrorism,cameroon,4.0,True,6564
1951-1960,3,terrorism,north_africans,124.0,True,6564
1951-1960,3,terrorism,mau_mau,50.0,True,6564
1951-1960,3,terrorism,counterterrorist,848.0,True,6564
1951-1960,3,terrorism,antiterrorist_drive,681.0,True,6564
1951-1960,3,terrorism,jakarta_indonesia,362.0,True,6564
1951-1960,3,terrorist,south_vietnam,373.0,True,6564
1951-1960,4,terrorism,kill_injure,405.0,True,6648
1951-1960,4,terrorism,slay,2.0,True,6648
1951-1960,4,terrorism,cameroon,104.0,True,6648
1951-1960,4,terrorism,north_africans,350.0,True,6648
1951-1960,4,terrorism,mau_mau,37.0,True,6648
1951-1960,4,terrorism,counterterrorist,76.0,True,6648
1951-1960,4,terrorism,antiterrorist_drive,130.0,True,6648
1951-1960,4,terrorism,jakarta_indonesia,374.0,True,6648
1951-1960,4,terrorist,south_vietnam,186.0,True,6648
1951-1960,5,terrorism,kill_injure,492.0,True,6711
1951-1960,5,terrorism,slay,315.0,True,6711
1951-1960,5,terrorism,cameroon,302.0,True,6711
1951-1960,5,terrorism,north_africans,1055.0,True,6711
1951-1960,5,terrorism,mau_mau,4.0,True,6711
1951-1960,5,terrorism,counterterrorist,,True,6711
1951-1960,5,terrorism,antiterrorist_drive,213.0,True,6711
1951-1960,5,terrorism,jakarta_indonesia,234.0,True,6711
1951-1960,5,terrorist,south_vietnam,684.0,True,6711
1951-1960,6,terrorism,kill_injure,529.0,True,6340
1951-1960,6,terrorism,slay,3.0,True,6340
1951-1960,6,terrorism,cameroon,536.0,True,6340
1951-1960,6,terrorism,north_africans,896.0,True,6340
1951-1960,6,terrorism,mau_mau,16.0,True,6340
1951-1960,6,terrorism,counterterrorist,,True,6340
1951-1960,6,terrorism,antiterrorist_drive,,True,6340
1951-1960,6,terrorism,jakarta_indonesia,,True,6340
1951-1960,6,terrorist,south_vietnam,10.0,True,6340
1951-1960,7,terrorism,kill_injure,241.0,True,6262
1951-1960,7,terrorism,slay,9.0,True,6262
1951-1960,7,terrorism,cameroon,84.0,True,6262
1951-1960,7,terrorism,north_africans,352.0,True,6262
1951-1960,7,terrorism,mau_mau,219.0,True,6262
1951-1960,7,terrorism,counterterrorist,98.0,True,6262
1951-1960,7,terrorism,antiterrorist_drive,76.0,True,6262
1951-1960,7,terrorism,jakarta_indonesia,206.0,True,6262
1951-1960,7,terrorist,south_vietnam,314.0,True,6262
1951-1960,8,terrorism,kill_injure,53.0,True,6444
1951-1960,8,terrorism,slay,586.0,True,6444
1951-1960,8,terrorism,cameroon,624.0,True,6444
1951-1960,8,terrorism,north_africans,17.0,True,6444
1951-1960,8,terrorism,mau_mau,144.0,True,6444
1951-1960,8,terrorism,counterterrorist,18.0,True,6444
1951-1960,8,terrorism,antiterrorist_drive,119.0,True,6444
1951-1960,8,terrorism,jakarta_indonesia,36.0,True,6444
1951-1960,8,terrorist,south_vietnam,139.0,True,6444
1951-1960,9,terrorism,kill_injure,22.0,True,6810
1951-1960,9,terrorism,slay,5.0,True,6810
1951-1960,9,terrorism,cameroon,350.0,True,6810
1951-1960,9,terrorism,north_africans,193.0,True,6810
1951-1960,9,terrorism,mau_mau,961.0,True,6810
1951-1960,9,terrorism,counterterrorist,512.0,True,6810
1951-1960,9,terrorism,antiterrorist_drive,,True,6810
1951-1960,9,terrorism,jakarta_indonesia,52.0,True,6810
1951-1960,9,terrorist,south_vietnam,4008.0,True,6810
1951-1960,10,terrorism,kill_injure,5.0,True,6417
1951-1960,10,terrorism,slay,242.0,True,6417
1951-1960,10,terrorism,cameroon,127.0,True,6417
1951-1960,10,terrorism,north_africans,375.0,True,6417
1951-1960,10,terrorism,mau_mau,2.0,True,6417
1951-1960,10,terrorism,counterterrorist,336.0,True,6417
1951-1960,10,terrorism,antiterrorist_drive,123.0,True,6417
1951-1960,10,terrorism,jakarta_indonesia,710.0,True,6417
1951-1960,10,terrorist,south_vietnam,335.0,True,6417
1951-1960,11,terrorism,kill_injure,47.0,True,6633
1951-1960,11,terrorism,slay,9.0,True,6633
1951-1960,11,terrorism,cameroon,70.0,True,6633
1951-1960,11,terrorism,north_africans,125.0,True,6633
1951-1960,11,terrorism,mau_mau,41.0,True,6633
1951-1960,11,terrorism,counterterrorist,218.0,True,6633
1951-1960,11,terrorism,antiterrorist_drive,46.0,True,6633
1951-1960,11,terrorism,jakarta_indonesia,,True,6633
1951-1960,11,terrorist,south_vietnam,422.0,True,6633
1951-1960,12,terrorism,kill_injure,4.0,True,6350
1951-1960,12,terrorism,slay,2.0,True,6350
1951-1960,12,terrorism,cameroon,5.0,True,6350
1951-1960,12,terrorism,north_africans,8.0,True,6350
1951-1960,12,terrorism,mau_mau,99.0,True,6350
1951-1960,12,terrorism,counterterrorist,27.0,True,6350
1951-1960,12,terrorism,antiterrorist_drive,,True,6350
1951-1960,12,terrorism,jakarta_indonesia,128.0,True,6350
1951-1960,12,terrorist,south_vietnam,195.0,True,6350
1951-1960,13,terrorism,kill_injure,11.0,True,6596
1951-1960,13,terrorism,slay,160.0,True,6596
1951-1960,13,terrorism,cameroon,176.0,True,6596
1951-1960,13,terrorism,north_africans,21.0,True,6596
1951-1960,13,terrorism,mau_mau,24.0,True,6596
1951-1960,13,terrorism,counterterrorist,,True,6596
1951-1960,13,terrorism,antiterrorist_drive,25.0,True,6596
1951-1960,13,terrorism,jakarta_indonesia,409.0,True,6596
1951-1960,13,terrorist,south_vietnam,991.0,True,6596
1951-1960,14,terrorism,kill_injure,138.0,True,6650
1951-1960,14,terrorism,slay,14.0,True,6650
1951-1960,14,terrorism,cameroon,,True,6650
1951-1960,14,terrorism,north_africans,67.0,True,6650
1951-1960,14,terrorism,mau_mau,34.0,True,6650
1951-1960,14,terrorism,counterterrorist,,True,6650
1951-1960,14,terrorism,antiterrorist_drive,1866.0,True,6650
1951-1960,14,terrorism,jakarta_indonesia,1513.0,True,6650
1951-1960,14,terrorist,south_vietnam,56.0,True,6650
1951-1960,15,terrorism,kill_injure,8.0,True,6381
1951-1960,15,terrorism,slay,2.0,True,6381
1951-1960,15,terrorism,cameroon,4.0,True,6381
1951-1960,15,terrorism,north_africans,11.0,True,6381
1951-1960,15,terrorism,mau_mau,35.0,True,6381
1951-1960,15,terrorism,counterterrorist,247.0,True,6381
1951-1960,15,terrorism,antiterrorist_drive,877.0,True,6381
1951-1960,15,terrorism,jakarta_indonesia,31.0,True,6381
1951-1960,15,terrorist,south_vietnam,25.0,True,6381
1951-1960,16,terrorism,kill_injure,5.0,True,6426
1951-1960,16,terrorism,slay,232.0,True,6426
1951-1960,16,terrorism,cameroon,22.0,True,6426
1951-1960,16,terrorism,north_africans,59.0,True,6426
1951-1960,16,terrorism,mau_mau,1617.0,True,6426
1951-1960,16,terrorism,counterterrorist,359.0,True,6426
1951-1960,16,terrorism,antiterrorist_drive,1001.0,True,6426
1951-1960,16,terrorism,jakarta_indonesia,89.0,True,6426
1951-1960,16,terrorist,south_vietnam,9.0,True,6426
1951-1960,17,terrorism,kill_injure,,True,6543
1951-1960,17,terrorism,slay,46.0,True,6543
1951-1960,17,terrorism,cameroon,343.0,True,6543
1951-1960,17,terrorism,north_africans,242.0,True,6543
1951-1960,17,terrorism,mau_mau,287.0,True,6543
1951-1960,17,terrorism,counterterrorist,737.0,True,6543
1951-1960,17,terrorism,antiterrorist_drive,149.0,True,6543
1951-1960,17,terrorism,jakarta_indonesia,506.0,True,6543
1951-1960,17,terrorist,south_vietnam,747.0,True,6543
1951-1960,18,terrorism,kill_injure,13.0,True,6351
1951-1960,18,terrorism,slay,88.0,True,6351
1951-1960,18,terrorism,cameroon,11.0,True,6351
1951-1960,18,terrorism,north_africans,557.0,True,6351
1951-1960,18,terrorism,mau_mau,698.0,True,6351
1951-1960,18,terrorism,counterterrorist,,True,6351
1951-1960,18,terrorism,antiterrorist_drive,199.0,True,6351
1951-1960,18,terrorism,jakarta_indonesia,140.0,True,6351
1951-1960,18,terrorist,south_vietnam,227.0,True,6351
1951-1960,19,terrorism,kill_injure,78.0,True,6477
1951-1960,19,terrorism,slay,14.0,True,6477
1951-1960,19,terrorism,cameroon,283.0,True,6477
1951-1960,19,terrorism,north_africans,465.0,True,6477
1951-1960,19,terrorism,mau_mau,2.0,True,6477
1951-1960,19,terrorism,counterterrorist,,True,6477
1951-1960,19,terrorism,antiterrorist_drive,15.0,True,6477
1951-1960,19,terrorism,jakarta_indonesia,685.0,True,6477
1951-1960,19,terrorist,south_vietnam,13.0,True,6477
1951-1960,20,terrorism,kill_injure,161.0,True,6456
1951-1960,20,terrorism,slay,384.0,True,6456
1951-1960,20,terrorism,cameroon,274.0,True,6456
1951-1960,20,terrorism,north_africans,995.0,True,6456
1951-1960,20,terrorism,mau_mau,350.0,True,6456
1951-1960,20,terrorism,counterterrorist,,True,6456
1951-1960,20,terrorism,antiterrorist_drive,1014.0,True,6456
1951-1960,20,terrorism,jakarta_indonesia,223.0,True,6456
1951-1960,20,terrorist,south_vietnam,1876.0,True,6456
1951-1960,21,terrorism,kill_injure,606.0,True,6668
1951-1960,21,terrorism,slay,272.0,True,6668
1951-1960,21,terrorism,cameroon,297.0,True,6668
1951-1960,21,terrorism,north_africans,1039.0,True,6668
1951-1960,21,terrorism,mau_mau,277.0,True,6668
1951-1960,21,terrorism,counterterrorist,208.0,True,6668
1951-1960,21,terrorism,antiterrorist_drive,2367.0,True,6668
1951-1960,21,terrorism,jakarta_indonesia,170.0,True,6668
1951-1960,21,terrorist,south_vietnam,370.0,True,6668
1951-1960,22,terrorism,kill_injure,2.0,True,6197
1951-1960,22,terrorism,slay,3.0,True,6197
1951-1960,22,terrorism,cameroon,14.0,True,6197
1951-1960,22,terrorism,north_africans,215.0,True,6197
1951-1960,22,terrorism,mau_mau,1181.0,True,6197
1951-1960,22,terrorism,counterterrorist,80.0,True,6197
1951-1960,22,terrorism,antiterrorist_drive,,True,6197
1951-1960,22,terrorism,jakarta_indonesia,19.0,True,6197
1951-1960,22,terrorist,south_vietnam,1086.0,True,6197
1951-1960,23,terrorism,kill_injure,371.0,True,6589
1951-1960,23,terrorism,slay,505.0,True,6589
1951-1960,23,terrorism,cameroon,,True,6589
1951-1960,23,terrorism,north_africans,2005.0,True,6589
1951-1960,23,terrorism,mau_mau,218.0,True,6589
1951-1960,23,terrorism,counterterrorist,1241.0,True,6589
1951-1960,23,terrorism,antiterrorist_drive,,True,6589
1951-1960,23,terrorism,jakarta_indonesia,325.0,True,6589
1951-1960,23,terrorist,south_vietnam,303.0,True,6589
1951-1960,24,terrorism,kill_injure,128.0,True,6541
1951-1960,24,terrorism,slay,300.0,True,6541
1951-1960,24,terrorism,cameroon,928.0,True,6541
1951-1960,24,terrorism,north_africans,272.0,True,6541
1951-1960,24,terrorism,mau_mau,751.0,True,6541
1951-1960,24,terrorism,counterterrorist,602.0,True,6541
1951-1960,24,terrorism,antiterrorist_drive,,True,6541
1951-1960,24,terrorism,jakarta_indonesia,593.0,True,6541
1951-1960,24,terrorist,south_vietnam,710.0,True,6541
1951-1960,25,terrorism,kill_injure,12.0,True,6599
1951-1960,25,terrorism,slay,27.0,True,6599
1951-1960,25,terrorism,cameroon,57.0,True,6599
1951-1960,25,terrorism,north_africans,67.0,True,6599
1951-1960,25,terrorism,mau_mau,145.0,True,6599
1951-1960,25,terrorism,counterterrorist,,True,6599
1951-1960,25,terrorism,antiterrorist_drive,,True,6599
1951-1960,25,terrorism,jakarta_indonesia,13.0,True,6599
1951-1960,25,terrorist,south_vietnam,118.0,True,6599
1951-1960,26,terrorism,kill_injure,317.0,True,6475
1951-1960,26,terrorism,slay,28.0,True,6475
1951-1960,26,terrorism,cameroon,17.0,True,6475
1951-1960,26,terrorism,north_africans,327.0,True,6475
1951-1960,26,terrorism,mau_mau,42.0,True,6475
1951-1960,26,terrorism,counterterrorist,,True,6475
1951-1960,26,terrorism,antiterrorist_drive,727.0,True,6475
1951-1960,26,terrorism,jakarta_indonesia,339.0,True,6475
1951-1960,26,terrorist,south_vietnam,473.0,True,6475
1951-1960,27,terrorism,kill_injure,4.0,True,6453
1951-1960,27,terrorism,slay,1.0,True,6453
1951-1960,27,terrorism,cameroon,26.0,True,6453
1951-1960,27,terrorism,north_africans,,True,6453
1951-1960,27,terrorism,mau_mau,16.0,True,6453
1951-1960,27,terrorism,counterterrorist,271.0,True,6453
1951-1960,27,terrorism,antiterrorist_drive,413.0,True,6453
1951-1960,27,terrorism,jakarta_indonesia,212.0,True,6453
1951-1960,27,terrorist,south_vietnam,15.0,True,6453
1951-1960,28,terrorism,kill_injure,159.0,True,6456
1951-1960,28,terrorism,slay,61.0,True,6456
1951-1960,28,terrorism,cameroon,155.0,True,6456
1951-1960,28,terrorism,north_africans,356.0,True,6456
1951-1960,28,terrorism,mau_mau,322.0,True,6456
1951-1960,28,terrorism,counterterrorist,503.0,True,6456
1951-1960,28,terrorism,antiterrorist_drive,2282.0,True,6456
1951-1960,28,terrorism,jakarta_indonesia,190.0,True,6456
1951-1960,28,terrorist,south_vietnam,151.0,True,6456
1951-1960,29,terrorism,kill_injure,2.0,True,6946
1951-1960,29,terrorism,slay,1.0,True,6946
1951-1960,29,terrorism,cameroon,1036.0,True,6946
1951-1960,29,terrorism,north_africans,139.0,True,6946
1951-1960,29,terrorism,mau_mau,13.0,True,6946
1951-1960,29,terrorism,counterterrorist,7.0,True,6946
1951-1960,29,terrorism,antiterrorist_drive,503.0,True,6946
1951-1960,29,terrorism,jakarta_indonesia,684.0,True,6946
1951-1960,29,terrorist,south_vietnam,981.0,True,6946
1951-1960,30,terrorism,kill_injure,1.0,True,6458
1951-1960,30,terrorism,slay,22.0,True,6458
1951-1960,30,terrorism,cameroon,146.0,True,6458
1951-1960,30,terrorism,north_africans,6.0,True,6458
1951-1960,30,terrorism,mau_mau,240.0,True,6458
1951-1960,30,terrorism,counterterrorist,,True,6458
1951-1960,30,terrorism,antiterrorist_drive,350.0,True,6458
1951-1960,30,terrorism,jakarta_indonesia,122.0,True,6458
1951-1960,30,terrorist,south_vietnam,2613.0,True,6458
1951-1960,31,terrorism,kill_injure,161.0,True,6304
1951-1960,31,terrorism,slay,4.0,True,6304
1951-1960,31,terrorism,cameroon,536.0,True,6304
1951-1960,31,terrorism,north_africans,23.0,True,6304
1951-1960,31,terrorism,mau_mau,172.0,True,6304
1951-1960,31,terrorism,counterterrorist,560.0,True,6304
1951-1960,31,terrorism,antiterrorist_drive,,True,6304
1951-1960,31,terrorism,jakarta_indonesia,40.0,True,6304
1951-1960,31,terrorist,south_vietnam,2767.0,True,6304
1951-1960,32,terrorism,kill_injure,21.0,True,6592
1951-1960,32,terrorism,slay,1030.0,True,6592
1951-1960,32,terrorism,cameroon,38.0,True,6592
1951-1960,32,terrorism,north_africans,679.0,True,6592
1951-1960,32,terrorism,mau_mau,481.0,True,6592
1951-1960,32,terrorism,counterterrorist,,True,6592
1951-1960,32,terrorism,antiterrorist_drive,128.0,True,6592
1951-1960,32,terrorism,jakarta_indonesia,94.0,True,6592
1951-1960,32,terrorist,south_vietnam,19.0,True,6592
1951-1960,33,terrorism,kill_injure,25.0,True,6634
1951-1960,33,terrorism,slay,3.0,True,6634
1951-1960,33,terrorism,cameroon,11.0,True,6634
1951-1960,33,terrorism,north_africans,210.0,True,6634
1951-1960,33,terrorism,mau_mau,250.0,True,6634
1951-1960,33,terrorism,counterterrorist,,True,6634
1951-1960,33,terrorism,antiterrorist_drive,,True,6634
1951-1960,33,terrorism,jakarta_indonesia,1042.0,True,6634
1951-1960,33,terrorist,south_vietnam,2049.0,True,6634
1951-1960,34,terrorism,kill_injure,89.0,True,6133
1951-1960,34,terrorism,slay,186.0,True,6133
1951-1960,34,terrorism,cameroon,477.0,True,6133
1951-1960,34,terrorism,north_africans,621.0,True,6133
1951-1960,34,terrorism,mau_mau,676.0,True,6133
1951-1960,34,terrorism,counterterrorist,284.0,True,6133
1951-1960,34,terrorism,antiterrorist_drive,,True,6133
1951-1960,34,terrorism,jakarta_indonesia,189.0,True,6133
1951-1960,34,terrorist,south_vietnam,237.0,True,6133
1951-1960,35,terrorism,kill_injure,8.0,True,6779
1951-1960,35,terrorism,slay,92.0,True,6779
1951-1960,35,terrorism,cameroon,367.0,True,6779
1951-1960,35,terrorism,north_africans,20.0,True,6779
1951-1960,35,terrorism,mau_mau,105.0,True,6779
1951-1960,35,terrorism,counterterrorist,32.0,True,6779
1951-1960,35,terrorism,antiterrorist_drive,,True,6779
1951-1960,35,terrorism,jakarta_indonesia,541.0,True,6779
1951-1960,35,terrorist,south_vietnam,489.0,True,6779
1951-1960,36,terrorism,kill_injure,18.0,True,6367
1951-1960,36,terrorism,slay,1.0,True,6367
1951-1960,36,terrorism,cameroon,39.0,True,6367
1951-1960,36,terrorism,north_africans,414.0,True,6367
1951-1960,36,terrorism,mau_mau,105.0,True,6367
1951-1960,36,terrorism,counterterrorist,,True,6367
1951-1960,36,terrorism,antiterrorist_drive,721.0,True,6367
1951-1960,36,terrorism,jakarta_indonesia,195.0,True,6367
1951-1960,36,terrorist,south_vietnam,299.0,True,6367
1951-1960,37,terrorism,kill_injure,35.0,True,6305
1951-1960,37,terrorism,slay,7.0,True,6305
1951-1960,37,terrorism,cameroon,22.0,True,6305
1951-1960,37,terrorism,north_africans,150.0,True,6305
1951-1960,37,terrorism,mau_mau,20.0,True,6305
1951-1960,37,terrorism,counterterrorist,165.0,True,6305
1951-1960,37,terrorism,antiterrorist_drive,,True,6305
1951-1960,37,terrorism,jakarta_indonesia,,True,6305
1951-1960,37,terrorist,south_vietnam,240.0,True,6305
1951-1960,38,terrorism,kill_injure,222.0,True,6421
1951-1960,38,terrorism,slay,23.0,True,6421
1951-1960,38,terrorism,cameroon,266.0,True,6421
1951-1960,38,terrorism,north_africans,98.0,True,6421
1951-1960,38,terrorism,mau_mau,48.0,True,6421
1951-1960,38,terrorism,counterterrorist,182.0,True,6421
1951-1960,38,terrorism,antiterrorist_drive,363.0,True,6421
1951-1960,38,terrorism,jakarta_indonesia,381.0,True,6421
1951-1960,38,terrorist,south_vietnam,63.0,True,6421
1951-1960,39,terrorism,kill_injure,30.0,True,6370
1951-1960,39,terrorism,slay,9.0,True,6370
1951-1960,39,terrorism,cameroon,95.0,True,6370
1951-1960,39,terrorism,north_africans,190.0,True,6370
1951-1960,39,terrorism,mau_mau,22.0,True,6370
1951-1960,39,terrorism,counterterrorist,298.0,True,6370
1951-1960,39,terrorism,antiterrorist_drive,,True,6370
1951-1960,39,terrorism,jakarta_indonesia,,True,6370
1951-1960,39,terrorist,south_vietnam,347.0,True,6370
1951-1960,40,terrorism,kill_injure,60.0,True,6517
1951-1960,40,terrorism,slay,162.0,True,6517
1951-1960,40,terrorism,cameroon,206.0,True,6517
1951-1960,40,terrorism,north_africans,62.0,True,6517
1951-1960,40,terrorism,mau_mau,13.0,True,6517
1951-1960,40,terrorism,counterterrorist,799.0,True,6517
1951-1960,40,terrorism,antiterrorist_drive,,True,6517
1951-1960,40,terrorism,jakarta_indonesia,326.0,True,6517
1951-1960,40,terrorist,south_vietnam,144.0,True,6517
